0,1
1,16
2,114
3,84
4,137
5,262
6,406
7,694
8,942
9,905
10,744
11,1353
12,1089
13,1484
14,1664
15,1677
16,2091
17,2543
18,2078
19,1110
20,625
21,446
22,207
23,378
24,428
25,245
26,610
27,355
28,742
29,602
30,1296
31,992
32,2595
33,1158
34,1504
35,2401
36,916
37,721
38,1424
39,586
40,556
41,473
42,824
43,297
44,267
45,481
46,468
47,843
48,435
49,416
50,402
51,387
52,356
53,351
54,333
55,351
56,638
57,322
58,310
59,350
60,325
61,334
62,357
63,377
64,401
65,400
66,449
67,433
68,471
69,479
70,504
71,525
72,0
73,505
74,511
75,507
76,518
77,480
78,554
79,512
80,441
81,471
82,440
83,0
84,481
85,455
86,446
87,398
88,414
89,330
90,0
91,332
92,338
93,318
94,291
95,271
96,0
97,242
98,236
99,193
100,200
101,0
102,154
103,145
104,132
105,154
106,0
107,129
108,111
109,129
110,0
111,121
112,115
113,100
114,0
115,91
116,95
117,73
118,0
119,87
120,92
121,81
122,0
123,73
124,76
125,0
126,61
127,48
128,47
129,0
130,45
131,37
132,0
133,33
134,26
135,0
136,31
137,23
138,0
139,14
140,23
141,0
142,30
143,22
144,0
145,23
146,18
147,0
148,22
149,15
150,0
151,20
152,24
153,0
154,13
155,19
156,0
157,23
158,13
159,0
160,27
161,0
162,16
163,28
164,0
165,24
166,22
167,0
168,25
169,0
170,28
171,28
172,0
173,22
174,0
175,26
176,27
177,0
178,33
179,0
180,43
181,37
182,0
183,37
184,0
185,30
186,26
187,0
188,24
189,0
190,30
191,0
192,25
193,22
194,0
195,36
196,0
197,30
198,0
199,23
200,26
201,0
202,31
203,0
204,33
205,0
206,40
207,42
208,0
209,53
210,0
211,38
212,0
213,41
214,0
215,53
216,0
217,45
218,50
219,0
220,50
221,0
222,35
223,0
224,47
225,0
226,53
227,0
228,35
229,0
230,48
231,0
232,34
233,26
234,0
235,21
236,0
237,18
238,0
239,13
240,0
241,8
242,0
243,7
244,0
245,1
246,0
247,4
248,0
249,2
250,0
251,0
252,0
253,0
254,0
255,1
