0,4188
1,234
2,249
3,233
4,264
5,270
6,277
7,288
8,309
9,367
10,343
11,379
12,371
13,411
14,411
15,451
16,448
17,488
18,489
19,496
20,554
21,556
22,593
23,643
24,636
25,660
26,646
27,705
28,724
29,757
30,792
31,845
32,797
33,864
34,962
35,911
36,934
37,983
38,989
39,1078
40,1077
41,1101
42,1120
43,1121
44,1188
45,1234
46,1269
47,1251
48,1357
49,1341
50,1359
51,1473
52,1405
53,1462
54,1518
55,1478
56,1588
57,1515
58,1618
59,1642
60,1655
61,1728
62,1703
63,1715
64,1749
65,1778
66,1760
67,1785
68,1875
69,1826
70,1934
71,1977
72,1952
73,1921
74,1912
75,2039
76,1965
77,2022
78,1994
79,2051
80,2073
81,2092
82,2143
83,2161
84,2160
85,2218
86,2227
87,2176
88,2274
89,2320
90,2360
91,2356
92,2361
93,2418
94,2404
95,2297
96,2487
97,2372
98,2464
99,2525
100,2504
101,2505
102,2624
103,2601
104,2679
105,2606
106,2676
107,2746
108,2816
109,2788
110,2832
111,2916
112,2953
113,2910
114,2985
115,2982
116,2963
117,3074
118,3096
119,2999
120,3107
121,3142
122,3090
123,3165
124,3163
125,3224
126,3290
127,3248
128,3329
129,3250
130,3281
131,3177
132,3206
133,3206
134,3460
135,3293
136,3370
137,3226
138,3284
139,3274
140,3170
141,3360
142,3140
143,3259
144,3041
145,3121
146,3119
147,3054
148,2978
149,2935
150,3012
151,2876
152,2878
153,2884
154,2752
155,2750
156,2623
157,2613
158,2581
159,2551
160,2458
161,2455
162,2427
163,2332
164,2258
165,2194
166,2166
167,2050
168,1970
169,1952
170,1911
171,1913
172,1763
173,1756
174,1630
175,1572
176,1567
177,1489
178,1506
179,1389
180,1384
181,1292
182,1268
183,1249
184,1157
185,1077
186,1120
187,978
188,984
189,979
190,887
191,908
192,855
193,816
194,819
195,728
196,745
197,703
198,665
199,675
200,616
201,589
202,570
203,561
204,536
205,465
206,474
207,465
208,454
209,397
210,381
211,376
212,356
213,357
214,372
215,323
216,330
217,327
218,304
219,288
220,249
221,297
222,254
223,259
224,241
225,233
226,213
227,245
228,238
229,241
230,210
231,223
232,206
233,205
234,227
235,180
236,179
237,182
238,188
239,189
240,150
241,187
242,177
243,151
244,147
245,123
246,149
247,151
248,136
249,160
250,155
251,133
252,122
253,140
254,137
255,3273
